polymer_name,backbone,side_chain,side_chain_type,side_chain_length,side_chain_design_intent,device_type,transport_regime,film_thickness,channel_length,molecular_weight_mn,molecular_weight_mw,dispersity,mobility_h,mobility_e,capacitance,uc_star,pce,jsc,voc,ff,crystallinity,pi_pi_spacing,lamellar_spacing,experiment_condition,processing_method,processing_solvent,synthesis_solvent,electrolyte,measurement_method,notes,_source_file,_source_path,_config_name
RI-PDPP-CNTVT-6,DPP-CNTVT donor-acceptor backbone,2-decyltetradecyl on DPP; hexyl on CNTVT,alkyl,2-decyltetradecyl; hexyl,solubility,OFET,electronic,N/A,80 μm,35.7 kDa,73.8 kDa,2.07,1.48 cm2 V−1 s−1,1.27 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,N/A,22.8 Å,annealed 240 °C,spin-coating,toluene/o-DCB (1:1),toluene,N/A,TGBC,relatively larger roughness of surface morphology,355_influence-of-backbone-regioregularity-on-high-mobility-conjugated-polymers-based-on-alkylated-dithienylacrylonitrile.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/355_influence-of-backbone-regioregularity-on-high-mobility-conjugated-polymers-based-on-alkylated-dithienylacrylonitrile/355_influence-of-backbone-regioregularity-on-high-mobility-conjugated-polymers-based-on-alkylated-dithienylacrylonitrile/pdf/355_influence-of-backbone-regioregularity-on-high-mobility-conjugated-polymers-based-on-alkylated-dithienylacrylonitrile.txt,text_mining_GPT_extended
PDTSi6-DTBTz (P1),"dithienosilole and 4,7-dithienyl-2-octylbenzotriazole",two hexyl chains,alkyl,hexyl,investigate p–p interactions and morphology,OFET,electronic,N/A,75 lm,8.4 kg mol−1,15.6 kg mol−1,1.85,1.2  105 cm2 V1 s1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,annealed at RT,spin coated,oDCB,toluene,N/A,top-contact OFET geometry,N/A,332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/pdf/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,text_mining_GPT_extended
PDTSi6-DTBTz (P1),"dithienosilole and 4,7-dithienyl-2-octylbenzotriazole",two hexyl chains,alkyl,hexyl,investigate p–p interactions and morphology,OFET,electronic,N/A,75 lm,8.4 kg mol−1,15.6 kg mol−1,1.85,2.0  105 cm2 V1 s1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,annealed at 110 C,spin coated,oDCB,toluene,N/A,top-contact OFET geometry,N/A,332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/pdf/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,text_mining_GPT_extended
PDTSiEH-DTBTz (P2),"dithienosilole and 4,7-dithienyl-2-octylbenzotriazole",two 2-ethylhexyl chains,alkyl,2-ethylhexyl,investigate p–p interactions and morphology,OFET,electronic,N/A,75 lm,15.3 kg mol−1,35.2 kg mol−1,2.30,9.7  105 cm2 V1 s1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,annealed at RT,spin coated,oDCB,toluene,N/A,top-contact OFET geometry,higher by an order of magnitude,332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/pdf/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,text_mining_GPT_extended
PDTSiEH-DTBTz (P2),"dithienosilole and 4,7-dithienyl-2-octylbenzotriazole",two 2-ethylhexyl chains,alkyl,2-ethylhexyl,investigate p–p interactions and morphology,OFET,electronic,N/A,75 lm,15.3 kg mol−1,35.2 kg mol−1,2.30,1.3  104 cm2 V1 s1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,annealed at 110 C,spin coated,oDCB,toluene,N/A,top-contact OFET geometry,higher by an order of magnitude,332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/pdf/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,text_mining_GPT_extended
PDTSi6-DTBTz (P1),"dithienosilole and 4,7-dithienyl-2-octylbenzotriazole",two hexyl chains,alkyl,hexyl,investigate p–p interactions and morphology,OPV,electronic,129 nm,N/A,8.4 kg mol−1,15.6 kg mol−1,1.85,N/A,N/A,N/A,N/A,0.65,2.89 mA cm−2,0.55 V,0.41,N/A,N/A,N/A,annealed at 70 C,spin coated,oDCB,toluene,N/A,ITO/PEDOT:PSS/active layer/LiF/Al,N/A,332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/pdf/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,text_mining_GPT_extended
PDTSi6-DTBTz (P1),"dithienosilole and 4,7-dithienyl-2-octylbenzotriazole",two hexyl chains,alkyl,hexyl,investigate p–p interactions and morphology,OPV,electronic,91 nm,N/A,8.4 kg mol−1,15.6 kg mol−1,1.85,N/A,N/A,N/A,N/A,1.04,4.84 mA cm−2,0.55 V,0.39,N/A,N/A,N/A,annealed at 70 C,spin coated,oDCB,toluene,N/A,ITO/PEDOT:PSS/active layer/LiF/Al,N/A,332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/pdf/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,text_mining_GPT_extended
PDTSi6-DTBTz (P1),"dithienosilole and 4,7-dithienyl-2-octylbenzotriazole",two hexyl chains,alkyl,hexyl,investigate p–p interactions and morphology,OPV,electronic,48 nm,N/A,8.4 kg mol−1,15.6 kg mol−1,1.85,N/A,N/A,N/A,N/A,1.33,5.96 mA cm−2,0.56 V,0.40,N/A,N/A,N/A,annealed at 70 C,spin coated,oDCB,toluene,N/A,ITO/PEDOT:PSS/active layer/LiF/Al,N/A,332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/pdf/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,text_mining_GPT_extended
PDTSi6-DTBTz (P1),"dithienosilole and 4,7-dithienyl-2-octylbenzotriazole",two hexyl chains,alkyl,hexyl,investigate p–p interactions and morphology,OPV,electronic,111 nm,N/A,8.4 kg mol−1,15.6 kg mol−1,1.85,N/A,N/A,N/A,N/A,0.64,3.26 mA cm−2,0.58 V,0.34,N/A,N/A,N/A,annealed at 110 C,spin coated,oDCB,toluene,N/A,ITO/PEDOT:PSS/active layer/LiF/Al,N/A,332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/pdf/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,text_mining_GPT_extended
PDTSi6-DTBTz (P1),"dithienosilole and 4,7-dithienyl-2-octylbenzotriazole",two hexyl chains,alkyl,hexyl,investigate p–p interactions and morphology,OPV,electronic,75 nm,N/A,8.4 kg mol−1,15.6 kg mol−1,1.85,N/A,N/A,N/A,N/A,1.37,5.61 mA cm−2,0.61 V,0.40,N/A,N/A,N/A,annealed at 110 C,spin coated,oDCB,toluene,N/A,ITO/PEDOT:PSS/active layer/LiF/Al,N/A,332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/pdf/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,text_mining_GPT_extended
PDTSi6-DTBTz (P1),"dithienosilole and 4,7-dithienyl-2-octylbenzotriazole",two hexyl chains,alkyl,hexyl,investigate p–p interactions and morphology,OPV,electronic,64 nm,N/A,8.4 kg mol−1,15.6 kg mol−1,1.85,N/A,N/A,N/A,N/A,1.41,5.60 mA cm−2,0.61 V,0.41,N/A,N/A,N/A,annealed at 110 C,spin coated,oDCB,toluene,N/A,ITO/PEDOT:PSS/active layer/LiF/Al,smooth surface (RMS 0.35 nm),332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/pdf/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,text_mining_GPT_extended
PDTSi6-DTBTz (P1),"dithienosilole and 4,7-dithienyl-2-octylbenzotriazole",two hexyl chains,alkyl,hexyl,investigate p–p interactions and morphology,OPV,electronic,64 nm,N/A,8.4 kg mol−1,15.6 kg mol−1,1.85,N/A,N/A,N/A,N/A,1.57,6.00 mA cm−2,0.60 V,0.43,N/A,N/A,N/A,annealed at 70 C,spin coated,oDCB,toluene,N/A,ITO/PEDOT:PSS/active layer/LiF/Al,smooth surface (RMS 0.35 nm),332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/pdf/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,text_mining_GPT_extended
PDTSi6-DTBTz (P1),"dithienosilole and 4,7-dithienyl-2-octylbenzotriazole",two hexyl chains,alkyl,hexyl,investigate p–p interactions and morphology,OPV,electronic,64 nm,N/A,8.4 kg mol−1,15.6 kg mol−1,1.85,N/A,N/A,N/A,N/A,1.69,6.66 mA cm−2,0.58 V,0.44,N/A,N/A,N/A,annealed at RT,spin coated,oDCB,toluene,N/A,ITO/PEDOT:PSS/active layer/LiF/Al,smooth surface (RMS 0.35 nm),332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/pdf/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,text_mining_GPT_extended
PDTSiEH-DTBTz (P2),"dithienosilole and 4,7-dithienyl-2-octylbenzotriazole",two 2-ethylhexyl chains,alkyl,2-ethylhexyl,investigate p–p interactions and morphology,OPV,electronic,65 nm,N/A,15.3 kg mol−1,35.2 kg mol−1,2.30,N/A,N/A,N/A,N/A,1.59,6.34 mA cm−2,0.54 V,0.46,N/A,N/A,N/A,annealed at 110 C,spin coated,oDCB,toluene,N/A,ITO/PEDOT:PSS/active layer/LiF/Al,slightly larger domains (RMS 1.29 nm),332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/pdf/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,text_mining_GPT_extended
PDTSiEH-DTBTz (P2),"dithienosilole and 4,7-dithienyl-2-octylbenzotriazole",two 2-ethylhexyl chains,alkyl,2-ethylhexyl,investigate p–p interactions and morphology,OPV,electronic,65 nm,N/A,15.3 kg mol−1,35.2 kg mol−1,2.30,N/A,N/A,N/A,N/A,1.79,6.36 mA cm−2,0.57 V,0.50,N/A,N/A,N/A,annealed at 70 C,spin coated,oDCB,toluene,N/A,ITO/PEDOT:PSS/active layer/LiF/Al,slightly larger domains (RMS 1.29 nm),332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/pdf/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,text_mining_GPT_extended
PDTSiEH-DTBTz (P2),"dithienosilole and 4,7-dithienyl-2-octylbenzotriazole",two 2-ethylhexyl chains,alkyl,2-ethylhexyl,investigate p–p interactions and morphology,OPV,electronic,65 nm,N/A,15.3 kg mol−1,35.2 kg mol−1,2.30,N/A,N/A,N/A,N/A,2.03,6.38 mA cm−2,0.55 V,0.54,N/A,N/A,N/A,annealed at RT,spin coated,oDCB,toluene,N/A,ITO/PEDOT:PSS/active layer/LiF/Al,slightly larger domains (RMS 1.29 nm),332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/pdf/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3.txt,text_mining_GPT_extended
P3HT,"3-hexylthiophene-2,5-diyl",hexyl,alkyl,hexyl,solubility and packing control,OFET,electronic,48 nm,100 μm,54 kDa,N/A,1.7,2.71 × 10−4 cm2/V-s,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"annealed 90 °C, N2 atmosphere",spin coating,anhydrous Chloroform,N/A,N/A,bottom gate bottom contact (BGBC),more ordered P3HT thin films,403_1-s2.0-S0379677917302345-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/403_1-s2.0-S0379677917302345-main/403_1-s2.0-S0379677917302345-main/pdf/403_1-s2.0-S0379677917302345-main.txt,text_mining_GPT_extended
P3OT,"3-octylthiophene-2,5-diyl",octyl,alkyl,octyl,solubility and packing control,OFET,electronic,45 nm,100 μm,25 kDa,N/A,1.43,4.8 × 10−5 cm2/V-s,N/A,N/A,N/A,N/A,N/A,N/A,N/A,inferior crystallinity,N/A,N/A,"annealed 90 °C, N2 atmosphere",spin coating,anhydrous Chloroform,N/A,N/A,bottom gate bottom contact (BGBC),inferior crystallinity of P3OT film,403_1-s2.0-S0379677917302345-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/403_1-s2.0-S0379677917302345-main/403_1-s2.0-S0379677917302345-main/pdf/403_1-s2.0-S0379677917302345-main.txt,text_mining_GPT_extended
P1,isoindigo-thiophene,2-decyltetradecyl,alkyl,2-decyltetradecyl,solubility,OFET,electronic,40−50 nm,150 μm,20.6 kDa,28.0 kDa,1.4,1.91 × 10−4 cm²/Vs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,N/A,26.18 Å,thermal anneal 150 °C; solvent TCE,spin-coating,TCE,N/A,N/A,bottom-gate top-contact (BGTC),nanoﬁbrillar structure,381_enhancing-the-solubility-of-semiconducting-polymers-in-eco-friendly-solvents-with-carbohydrate-containing-side-chains.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/381_enhancing-the-solubility-of-semiconducting-polymers-in-eco-friendly-solvents-with-carbohydrate-containing-side-chains/381_enhancing-the-solubility-of-semiconducting-polymers-in-eco-friendly-solvents-with-carbohydrate-containing-side-chains/pdf/381_enhancing-the-solubility-of-semiconducting-polymers-in-eco-friendly-solvents-with-carbohydrate-containing-side-chains.txt,text_mining_GPT_extended
P2b,isoindigo-thiophene,galactose-containing and 2-decyltetradecyl alkyl,carbohydrate + alkyl,C9 spacer; 2-decyltetradecyl,improve solubility in green solvents,OFET,electronic,40−50 nm,150 μm,N/A,N/A,N/A,2.29 × 10−4 cm²/Vs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,N/A,24.17 Å,thermal anneal 150 °C; solvent TCE,spin-coating,TCE,N/A,N/A,bottom-gate top-contact (BGTC),nanoﬁbrillar structure,381_enhancing-the-solubility-of-semiconducting-polymers-in-eco-friendly-solvents-with-carbohydrate-containing-side-chains.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/381_enhancing-the-solubility-of-semiconducting-polymers-in-eco-friendly-solvents-with-carbohydrate-containing-side-chains/381_enhancing-the-solubility-of-semiconducting-polymers-in-eco-friendly-solvents-with-carbohydrate-containing-side-chains/pdf/381_enhancing-the-solubility-of-semiconducting-polymers-in-eco-friendly-solvents-with-carbohydrate-containing-side-chains.txt,text_mining_GPT_extended
P2b,isoindigo-thiophene,galactose-containing and 2-decyltetradecyl alkyl,carbohydrate + alkyl,C9 spacer; 2-decyltetradecyl,improve solubility in green solvents,OFET,electronic,40−50 nm,150 μm,N/A,N/A,N/A,1.27 × 10−4 cm²/Vs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,N/A,24.17 Å,thermal anneal 150 °C; solvent 30% o-anisole/n-BuOH,spin-coating,30% o-anisole/n-BuOH,N/A,N/A,bottom-gate top-contact (BGTC),disrupt solution-state aggregation,381_enhancing-the-solubility-of-semiconducting-polymers-in-eco-friendly-solvents-with-carbohydrate-containing-side-chains.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/381_enhancing-the-solubility-of-semiconducting-polymers-in-eco-friendly-solvents-with-carbohydrate-containing-side-chains/381_enhancing-the-solubility-of-semiconducting-polymers-in-eco-friendly-solvents-with-carbohydrate-containing-side-chains/pdf/381_enhancing-the-solubility-of-semiconducting-polymers-in-eco-friendly-solvents-with-carbohydrate-containing-side-chains.txt,text_mining_GPT_extended
P3b,isoindigo-thiophene,galactose-containing and 2-decyltetradecyl alkyl,carbohydrate + alkyl,C9 spacer; 2-decyltetradecyl,improve solubility in green solvents,OFET,electronic,40−50 nm,150 μm,N/A,N/A,N/A,0.373 × 10−4 cm²/Vs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,N/A,26.18 Å,thermal anneal 150 °C; solvent TCE,spin-coating,TCE,N/A,N/A,bottom-gate top-contact (BGTC),slightly rougher surface,381_enhancing-the-solubility-of-semiconducting-polymers-in-eco-friendly-solvents-with-carbohydrate-containing-side-chains.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/381_enhancing-the-solubility-of-semiconducting-polymers-in-eco-friendly-solvents-with-carbohydrate-containing-side-chains/381_enhancing-the-solubility-of-semiconducting-polymers-in-eco-friendly-solvents-with-carbohydrate-containing-side-chains/pdf/381_enhancing-the-solubility-of-semiconducting-polymers-in-eco-friendly-solvents-with-carbohydrate-containing-side-chains.txt,text_mining_GPT_extended
