polymer_name,backbone,side_chain,side_chain_type,side_chain_length,side_chain_design_intent,device_type,transport_regime,film_thickness,channel_length,molecular_weight_mn,molecular_weight_mw,dispersity,mobility_h,mobility_e,capacitance,uc_star,pce,jsc,voc,ff,crystallinity,pi_pi_spacing,lamellar_spacing,experiment_condition,processing_method,processing_solvent,synthesis_solvent,electrolyte,measurement_method,notes,_source_file,_source_path,_config_name
gDPP-tB0,DPP-based donor-acceptor backbone,no t-Boc-functionalized TDPP units,N/A,N/A,N/A,OECT,mixed ionic-electronic,29 ± 3 nm,10 µm,94.1 kDa,120.3 kDa,N/A,N/A,0.24 ± 0.04 cm2 V−1 s−1,169 ± 23 F cm−3,39.7 F cm−1 V−1 s−1,N/A,N/A,N/A,N/A,semi-crystalline,3.67 Å,N/A,annealed 200 °C 10 min; 0.1 M NaCl,spin-coating and thermal anneal,N/A,N/A,0.1 M NaCl aqueous,lateral OECT with Ag/AgCl gate,edge-on orientation,465_Angew Chem Int Ed - 2025 - Chen - Complementary Hydrogen Bonded Functionalized Mixed Conducting Terpolymers for.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/465_Angew Chem Int Ed - 2025 - Chen - Complementary Hydrogen Bonded Functionalized Mixed Conducting Terpolymers for/465_Angew Chem Int Ed - 2025 - Chen - Complementary Hydrogen Bonded Functionalized Mixed Conducting Terpolymers for/pdf/465_Angew Chem Int Ed - 2025 - Chen - Complementary Hydrogen Bonded Functionalized Mixed Conducting Terpolymers for.txt,text_mining_GPT_extended
gDPP-tB0.1,DPP-based donor-acceptor backbone,t-Boc-functionalized TDPP (lactam N-H after deprotection),t-Boc,N/A,solubility,OECT,mixed ionic-electronic,32 ± 4 nm,10 µm,118.6 kDa,160.2 kDa,N/A,N/A,0.59 ± 0.04 cm2 V−1 s−1,203 ± 15 F cm−3,118.0 F cm−1 V−1 s−1,N/A,N/A,N/A,N/A,semi-crystalline,3.61 Å,N/A,annealed 200 °C 10 min; 0.1 M NaCl,spin-coating and thermal anneal,chloroform,N/A,0.1 M NaCl aqueous,lateral OECT with Ag/AgCl gate,smaller crystalline domain sizes,465_Angew Chem Int Ed - 2025 - Chen - Complementary Hydrogen Bonded Functionalized Mixed Conducting Terpolymers for.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/465_Angew Chem Int Ed - 2025 - Chen - Complementary Hydrogen Bonded Functionalized Mixed Conducting Terpolymers for/465_Angew Chem Int Ed - 2025 - Chen - Complementary Hydrogen Bonded Functionalized Mixed Conducting Terpolymers for/pdf/465_Angew Chem Int Ed - 2025 - Chen - Complementary Hydrogen Bonded Functionalized Mixed Conducting Terpolymers for.txt,text_mining_GPT_extended
gDPP-tB0.1 (post-processing),DPP-based donor-acceptor backbone,t-Boc-functionalized TDPP (cleaved),t-Boc,N/A,solubility,OECT,mixed ionic-electronic,N/A,10 µm,118.6 kDa,160.2 kDa,N/A,N/A,0.47 cm2 V−1 s−1,N/A,92.6 F cm−1 V−1 s−1,N/A,N/A,N/A,N/A,semi-crystalline,3.63 Å,N/A,post-processing SCR; chloroform/CB (9:1); annealed 200 °C 10 min,spin-coating and thermal anneal (post-processing SCR),chloroform/chlorobenzene (9:1 by volume),N/A,0.1 M NaCl aqueous,lateral OECT with Ag/AgCl gate,reduced crystal coherence lengths,465_Angew Chem Int Ed - 2025 - Chen - Complementary Hydrogen Bonded Functionalized Mixed Conducting Terpolymers for.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/465_Angew Chem Int Ed - 2025 - Chen - Complementary Hydrogen Bonded Functionalized Mixed Conducting Terpolymers for/465_Angew Chem Int Ed - 2025 - Chen - Complementary Hydrogen Bonded Functionalized Mixed Conducting Terpolymers for/pdf/465_Angew Chem Int Ed - 2025 - Chen - Complementary Hydrogen Bonded Functionalized Mixed Conducting Terpolymers for.txt,text_mining_GPT_extended
P3HT,polythiophene,hexyl,alkyl,hexyl,promote carrier mobility,OFET,electronic,N/A,N/A,11 000,16 200,1.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ambient; no light exposure,spin-coating,N/A,N/A,N/A,bottom-gate top-contact,drift under ambient conditions,N/A,417_d1tc04650k.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/417_d1tc04650k/417_d1tc04650k/pdf/417_d1tc04650k.txt,text_mining_GPT_extended
P3HT-co-PTOH,polythiophene,hexyl; CH2OH,alkyl; hydroxyl,N/A,increase interactions with polar vapor analytes,OFET,electronic,N/A,N/A,11 400,16 000,1.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ambient; no light exposure,spin-coating,N/A,N/A,N/A,bottom-gate top-contact,increased drain current,417_d1tc04650k.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/417_d1tc04650k/417_d1tc04650k/pdf/417_d1tc04650k.txt,text_mining_GPT_extended
P3HT-co-P3MEEMT,polythiophene,hexyl; polyether,alkyl; polyether,N/A,increase interactions with polar vapor analytes,OFET,electronic,N/A,N/A,13 700,22×10^0,1.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ambient; no light exposure,spin-coating,N/A,N/A,N/A,bottom-gate top-contact,reduced drain current,417_d1tc04650k.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/417_d1tc04650k/417_d1tc04650k/pdf/417_d1tc04650k.txt,text_mining_GPT_extended
P3HT-co-P5MEEMT,polythiophene,hexyl; polyether,alkyl; polyether,N/A,increase interactions with polar vapor analytes,OFET,electronic,N/A,N/A,11×10^0,16 200,1.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ambient; no light exposure,spin-coating,N/A,N/A,N/A,bottom-gate top-contact,reduced drain current,417_d1tc04650k.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/417_d1tc04650k/417_d1tc04650k/pdf/417_d1tc04650k.txt,text_mining_GPT_extended
P3HT-co-PT3C,polythiophene,hexyl; crown ether,alkyl; crown ether,N/A,increase interactions with polar vapor analytes,OFET,electronic,N/A,N/A,11 200,18 000,1.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ambient; no light exposure,spin-coating,N/A,N/A,N/A,bottom-gate top-contact,no gate voltage-dependent on-current,417_d1tc04650k.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/417_d1tc04650k/417_d1tc04650k/pdf/417_d1tc04650k.txt,text_mining_GPT_extended
P3HT-co-PT4C,polythiophene,hexyl; crown ether,alkyl; crown ether,N/A,increase interactions with polar vapor analytes,OFET,electronic,N/A,N/A,12 400,20 500,1.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ambient; no light exposure,spin-coating,N/A,N/A,N/A,bottom-gate top-contact,observable transfer behavior,417_d1tc04650k.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/417_d1tc04650k/417_d1tc04650k/pdf/417_d1tc04650k.txt,text_mining_GPT_extended
PTOTBS,polythiophene,TBS-protected hydroxymethyl,protected hydroxyl,N/A,improve solubility for GPC,N/A,N/A,N/A,N/A,7×10^0,11 600,1.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,better solubility for GPC,N/A,417_d1tc04650k.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/417_d1tc04650k/417_d1tc04650k/pdf/417_d1tc04650k.txt,text_mining_GPT_extended
PTOTBS-co-P3MEEMT,polythiophene,TBS-protected CH2OH; polyether,protected hydroxyl; polyether,N/A,improve solubility for GPC,N/A,N/A,N/A,N/A,7 000,11 200,1.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,better solubility for GPC,N/A,417_d1tc04650k.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/417_d1tc04650k/417_d1tc04650k/pdf/417_d1tc04650k.txt,text_mining_GPT_extended
PTOTBS-co-P5MEEMT,polythiophene,TBS-protected CH2OH; polyether,protected hydroxyl; polyether,N/A,improve solubility for GPC,N/A,N/A,N/A,N/A,6 700,11 300,1.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,better solubility for GPC,N/A,417_d1tc04650k.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/417_d1tc04650k/417_d1tc04650k/pdf/417_d1tc04650k.txt,text_mining_GPT_extended
PTOTBS-co-PT3C,polythiophene,TBS-protected CH2OH; crown ether,protected hydroxyl; crown ether,N/A,improve solubility for GPC,N/A,N/A,N/A,N/A,5 400,9 000,1.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,better solubility for GPC,N/A,417_d1tc04650k.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/417_d1tc04650k/417_d1tc04650k/pdf/417_d1tc04650k.txt,text_mining_GPT_extended
PTOTBS-co-PT4C,polythiophene,TBS-protected CH2OH; crown ether,protected hydroxyl; crown ether,N/A,improve solubility for GPC,N/A,N/A,N/A,N/A,8 000,15 000,1.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,better solubility for GPC,N/A,417_d1tc04650k.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/417_d1tc04650k/417_d1tc04650k/pdf/417_d1tc04650k.txt,text_mining_GPT_extended
PTOH,polythiophene,CH2OH,hydroxyl,N/A,enhance NO2 sensitivity via OH protons,OFET,mixed ionic-electronic,N/A,N/A,N/A,N/A,N/A,1.14  102 cm2 V1 s1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ambient; no light exposure,spin-coating,N/A,N/A,N/A,bottom-gate top-contact,weak field effect transistor behavior,417_d1tc04650k.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/417_d1tc04650k/417_d1tc04650k/pdf/417_d1tc04650k.txt,text_mining_GPT_extended
p(gNDI-gT2),naphthalene diimide-bithiophene (NDI-T2),EG-only side chains,EG,EG-only,promote swelling and ion transport,OECT,mixed ionic-electronic,55 nm,10 µm,16.8 kDa,N/A,3.04,N/A,2.2 × 10−4 cm2 V−1 s−1,221 F cm−3,0.06 F cm−1 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,1.2 Å (expansion upon electrolyte exposure),"0.1 m NaCl aqueous solution, ambient",spin-coating,chloroform,N/A,0.1 m NaCl aqueous solution,"OECT, external Ag/AgCl gate",mixture of edge-on and face-on,450_Adv Funct Materials - 2021 - Maria - The Effect of Alkyl Spacers on the Mixed Ionic%E2%80%90Electronic Conduction Properties of.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/450_Adv Funct Materials - 2021 - Maria - The Effect of Alkyl Spacers on the Mixed Ionic%E2%80%90Electronic Conduction Properties of/450_Adv Funct Materials - 2021 - Maria - The Effect of Alkyl Spacers on the Mixed Ionic%E2%80%90Electronic Conduction Properties of/pdf/450_Adv Funct Materials - 2021 - Maria - The Effect of Alkyl Spacers on the Mixed Ionic%E2%80%90Electronic Conduction Properties of.txt,text_mining_GPT_extended
p(C3-gNDI-gT2),naphthalene diimide-bithiophene (NDI-T2),hybrid alkyl-glycol side chains (propyl spacer),alkyl-glycol,C3,minimize swelling and balance mixed conduction,OECT,mixed ionic-electronic,57 nm,10 µm,32.4 kDa,N/A,2.27,N/A,9.2 × 10−4 cm2 V−1 s−1,72 F cm−3,0.13 F cm−1 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,0.5 Å (expansion upon electrolyte exposure),"0.1 m NaCl aqueous solution, ambient",spin-coating,chloroform,DMF,0.1 m NaCl aqueous solution,"OECT, external Ag/AgCl gate",stronger out-of-plane π-stack scattering,450_Adv Funct Materials - 2021 - Maria - The Effect of Alkyl Spacers on the Mixed Ionic%E2%80%90Electronic Conduction Properties of.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/450_Adv Funct Materials - 2021 - Maria - The Effect of Alkyl Spacers on the Mixed Ionic%E2%80%90Electronic Conduction Properties of/450_Adv Funct Materials - 2021 - Maria - The Effect of Alkyl Spacers on the Mixed Ionic%E2%80%90Electronic Conduction Properties of/pdf/450_Adv Funct Materials - 2021 - Maria - The Effect of Alkyl Spacers on the Mixed Ionic%E2%80%90Electronic Conduction Properties of.txt,text_mining_GPT_extended
p(C6-gNDI-gT2),naphthalene diimide-bithiophene (NDI-T2),hybrid alkyl-glycol side chains (hexyl spacer),alkyl-glycol,C6,minimize swelling and balance mixed conduction,OECT,mixed ionic-electronic,46 nm,10 µm,20.2 kDa,N/A,2.68,N/A,6.3 × 10−4 cm2 V−1 s−1,59 F cm−3,0.16 F cm−1 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"0.1 m NaCl aqueous solution, ambient",spin-coating,chloroform,DMF,0.1 m NaCl aqueous solution,"OECT, external Ag/AgCl gate",preference for Form II,450_Adv Funct Materials - 2021 - Maria - The Effect of Alkyl Spacers on the Mixed Ionic%E2%80%90Electronic Conduction Properties of.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/450_Adv Funct Materials - 2021 - Maria - The Effect of Alkyl Spacers on the Mixed Ionic%E2%80%90Electronic Conduction Properties of/450_Adv Funct Materials - 2021 - Maria - The Effect of Alkyl Spacers on the Mixed Ionic%E2%80%90Electronic Conduction Properties of/pdf/450_Adv Funct Materials - 2021 - Maria - The Effect of Alkyl Spacers on the Mixed Ionic%E2%80%90Electronic Conduction Properties of.txt,text_mining_GPT_extended
P(Py2FT),side chain-free cationic backbones,side chain-free,none,N/A,address sidechain issue,OTE,electronic,N/A,N/A,18.8 kDa,N/A,2.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.51 Å,9.35 Å,TDAE doped 3 min,spin-coating,"a 1:1 mixture of 2,2,2-triﬂuoroethanol (CF3CH2OH) and water",toluene; CHCl3,N/A,four-probe Seebeck on glass substrates,coexistence of face-on and edge-on,482_li-et-al-2024-cationic-conjugated-polymers-with-enhanced-doped-state-planarity-for-n-type-organic-thermoelectrics.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/482_li-et-al-2024-cationic-conjugated-polymers-with-enhanced-doped-state-planarity-for-n-type-organic-thermoelectrics/482_li-et-al-2024-cationic-conjugated-polymers-with-enhanced-doped-state-planarity-for-n-type-organic-thermoelectrics/pdf/482_li-et-al-2024-cationic-conjugated-polymers-with-enhanced-doped-state-planarity-for-n-type-organic-thermoelectrics.txt,text_mining_GPT_extended
P(PyT),side chain-free cationic backbones,side chain-free,none,N/A,address sidechain issue,OTE,electronic,N/A,N/A,17.6 kDa,N/A,2.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.59 Å,8.36 Å,TDAE doped 3 min,spin-coating,"a 1:1 mixture of 2,2,2-triﬂuoroethanol (CF3CH2OH) and water",toluene; CHCl3,N/A,four-probe Seebeck on glass substrates,predominantly face-on texture,482_li-et-al-2024-cationic-conjugated-polymers-with-enhanced-doped-state-planarity-for-n-type-organic-thermoelectrics.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/482_li-et-al-2024-cationic-conjugated-polymers-with-enhanced-doped-state-planarity-for-n-type-organic-thermoelectrics/482_li-et-al-2024-cationic-conjugated-polymers-with-enhanced-doped-state-planarity-for-n-type-organic-thermoelectrics/pdf/482_li-et-al-2024-cationic-conjugated-polymers-with-enhanced-doped-state-planarity-for-n-type-organic-thermoelectrics.txt,text_mining_GPT_extended
NDTI-1,naphthodithiophene diimide (NDTI),alkyl chains with branching at 1-position,alkyl,N/A,solubility and packing control,OFET,electronic,N/A,N/A,N/A,N/A,N/A,2.38×10−5 cm2 V−1 s−1,2.11×10−3 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,amorphous,N/A,N/A,N/A,N/A,N/A,N/A,bottom-gate bottom-contact OFET,amorphous structure,N/A,428_s11426-019-9645-1.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/428_s11426-019-9645-1/428_s11426-019-9645-1/pdf/428_s11426-019-9645-1.txt,text_mining_GPT_extended
NDTI-2,naphthodithiophene diimide (NDTI),alkyl chains with branching at 2-position,alkyl,N/A,solubility and packing control,OFET,electronic,N/A,N/A,N/A,N/A,N/A,6.97×10−4 cm2 V−1 s−1,4.70×10−2 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,N/A,N/A,N/A,N/A,N/A,N/A,bottom-gate bottom-contact OFET,face-on orientation,N/A,428_s11426-019-9645-1.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/428_s11426-019-9645-1/428_s11426-019-9645-1/pdf/428_s11426-019-9645-1.txt,text_mining_GPT_extended
NDTI-3,naphthodithiophene diimide (NDTI),alkyl chains with branching at 3-position,alkyl,N/A,solubility and packing control,OFET,electronic,N/A,N/A,N/A,N/A,N/A,7.46×10−4 cm2 V−1 s−1,9.27×10−2 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,N/A,N/A,N/A,N/A,N/A,N/A,bottom-gate bottom-contact OFET,face-on orientation,N/A,428_s11426-019-9645-1.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/428_s11426-019-9645-1/428_s11426-019-9645-1/pdf/428_s11426-019-9645-1.txt,text_mining_GPT_extended
PTB7-Th:NDTI-1,BDT-based donor + NDTI acceptor,alkyl chains with branching at 1-position,alkyl,N/A,solubility and packing control,OPV,electronic,N/A,N/A,N/A,N/A,N/A,5.03×10−4 cm2 V−1 s−1,5.17×10−6 cm2 V−1 s−1,N/A,N/A,2.23,7.85 mA cm−2,0.68 V,0.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,conventional ITO/PEDOT:PSS/active layer/Ca/Al,large phase separation,N/A,428_s11426-019-9645-1.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/428_s11426-019-9645-1/428_s11426-019-9645-1/pdf/428_s11426-019-9645-1.txt,text_mining_GPT_extended
PTB7-Th:NDTI-2,BDT-based donor + NDTI acceptor,alkyl chains with branching at 2-position,alkyl,N/A,solubility and packing control,OPV,electronic,N/A,N/A,N/A,N/A,N/A,5.97×10−4 cm2 V−1 s−1,4.91×10−5 cm2 V−1 s−1,N/A,N/A,5.31,13.53 mA cm−2,0.69 V,0.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,conventional ITO/PEDOT:PSS/active layer/Ca/Al,suitable microstructures,N/A,428_s11426-019-9645-1.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/428_s11426-019-9645-1/428_s11426-019-9645-1/pdf/428_s11426-019-9645-1.txt,text_mining_GPT_extended
PTB7-Th:NDTI-3,BDT-based donor + NDTI acceptor,alkyl chains with branching at 3-position,alkyl,N/A,solubility and packing control,OPV,electronic,N/A,N/A,N/A,N/A,N/A,7.83×10−4 cm2 V−1 s−1,4.44×10−5 cm2 V−1 s−1,N/A,N/A,5.49,14.39 mA cm−2,0.69 V,0.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,conventional ITO/PEDOT:PSS/active layer/Ca/Al,suitable microstructures,N/A,428_s11426-019-9645-1.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/428_s11426-019-9645-1/428_s11426-019-9645-1/pdf/428_s11426-019-9645-1.txt,text_mining_GPT_extended
PBDB-T:NDTI-1,BDT-based donor + NDTI acceptor,alkyl chains with branching at 1-position,alkyl,N/A,solubility and packing control,OPV,electronic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.25,6.41 mA cm−2,0.71 V,0.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,conventional ITO/PEDOT:PSS/active layer/Ca/Al,N/A,N/A,428_s11426-019-9645-1.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/428_s11426-019-9645-1/428_s11426-019-9645-1/pdf/428_s11426-019-9645-1.txt,text_mining_GPT_extended
PBDB-T:NDTI-2,BDT-based donor + NDTI acceptor,alkyl chains with branching at 2-position,alkyl,N/A,solubility and packing control,OPV,electronic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.57,13.68 mA cm−2,0.69 V,0.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,conventional ITO/PEDOT:PSS/active layer/Ca/Al,high photocurrent response,N/A,428_s11426-019-9645-1.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/428_s11426-019-9645-1/428_s11426-019-9645-1/pdf/428_s11426-019-9645-1.txt,text_mining_GPT_extended
PBDB-T:NDTI-3,BDT-based donor + NDTI acceptor,alkyl chains with branching at 3-position,alkyl,N/A,solubility and packing control,OPV,electronic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.73,10.17 mA cm−2,0.72 V,0.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,conventional ITO/PEDOT:PSS/active layer/Ca/Al,N/A,N/A,428_s11426-019-9645-1.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/428_s11426-019-9645-1/428_s11426-019-9645-1/pdf/428_s11426-019-9645-1.txt,text_mining_GPT_extended
PE61:NDTI-1,BDT-based donor + NDTI acceptor,alkyl chains with branching at 1-position,alkyl,N/A,solubility and packing control,OPV,electronic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.35,7.10 mA cm−2,0.68 V,0.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,conventional ITO/PEDOT:PSS/active layer/Ca/Al,N/A,N/A,428_s11426-019-9645-1.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/428_s11426-019-9645-1/428_s11426-019-9645-1/pdf/428_s11426-019-9645-1.txt,text_mining_GPT_extended
PE61:NDTI-2,BDT-based donor + NDTI acceptor,alkyl chains with branching at 2-position,alkyl,N/A,solubility and packing control,OPV,electronic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.23,13.30 mA cm−2,0.69 V,0.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,conventional ITO/PEDOT:PSS/active layer/Ca/Al,high photocurrent response,N/A,428_s11426-019-9645-1.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/428_s11426-019-9645-1/428_s11426-019-9645-1/pdf/428_s11426-019-9645-1.txt,text_mining_GPT_extended
PE61:NDTI-3,BDT-based donor + NDTI acceptor,alkyl chains with branching at 3-position,alkyl,N/A,solubility and packing control,OPV,electronic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.21,7.18 mA cm−2,0.71 V,0.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,conventional ITO/PEDOT:PSS/active layer/Ca/Al,N/A,N/A,428_s11426-019-9645-1.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/428_s11426-019-9645-1/428_s11426-019-9645-1/pdf/428_s11426-019-9645-1.txt,text_mining_GPT_extended
Pαβ-TTNFBT40,αβ-TTN and FBT donor−acceptor backbone,"2-octyldodecyl, dioctadecyl on TTN",alkyl,40 (total carbon number on FBT moiety),solution processability,OFET,electronic,N/A,N/A,70.4 kDa,N/A,1.3,1.12 × 10−2 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ca. 3.55 Å,ca. 30.60 Å,annealed at 200 °C,spin-coating,chlorobenzene,N/A,N/A,bottom-gate/top-contact,face-on orientation,430_two-dimensional-tetrathienonaphthalenes-based-donor-acceptor-copolymers-synthesis-isomeric-effect-and-organic-field.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/430_two-dimensional-tetrathienonaphthalenes-based-donor-acceptor-copolymers-synthesis-isomeric-effect-and-organic-field/430_two-dimensional-tetrathienonaphthalenes-based-donor-acceptor-copolymers-synthesis-isomeric-effect-and-organic-field/pdf/430_two-dimensional-tetrathienonaphthalenes-based-donor-acceptor-copolymers-synthesis-isomeric-effect-and-organic-field.txt,text_mining_GPT_extended
Pβα-TTNFBT40,βα-TTN and FBT donor−acceptor backbone,"2-octyldodecyl, dioctadecyl on TTN",alkyl,40 (total carbon number on FBT moiety),solution processability,OFET,electronic,N/A,N/A,29.4 kDa,N/A,1.5,1.60 × 10−3 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ca. 29.60 Å,annealed at 180 °C,spin-coating,chlorobenzene,N/A,N/A,bottom-gate/top-contact,cannot form ordered molecular stacking,430_two-dimensional-tetrathienonaphthalenes-based-donor-acceptor-copolymers-synthesis-isomeric-effect-and-organic-field.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/430_two-dimensional-tetrathienonaphthalenes-based-donor-acceptor-copolymers-synthesis-isomeric-effect-and-organic-field/430_two-dimensional-tetrathienonaphthalenes-based-donor-acceptor-copolymers-synthesis-isomeric-effect-and-organic-field/pdf/430_two-dimensional-tetrathienonaphthalenes-based-donor-acceptor-copolymers-synthesis-isomeric-effect-and-organic-field.txt,text_mining_GPT_extended
